Timestamp,Total final consumption / Mean values [W],temperature_2m (°C),Is_Daylight,Lights,Month,Day Type,Hour,Avg Peak Consumption (W),Avg Low Consumption (W),Max Peak Consumption (W),Min Avg Low Consumption (W),Date,Percentage Increase,Active,Sleep,light_amount,Kitchen,fridge_max,Fridge_E,activity_intensity,LCD_TV,Games_Console,Cell_Phone,Washing_machine,Computer_desk,heating,Unknown
2019-01-24 10:00:00,2630.0,18.3,1,0.0,1,Weekday,10,2112.176158659505,587.2809423341229,2177.293893000245,300.92455714552904,2019-01-24,322.82958199356915,1,0,0.0,1299.0,476.1021481958763,422.9643080899255,9.18842629850241,525.0,100,15,0.0,261.19815537848604,0.0,6.837536531588739
2019-01-24 11:00:00,1323.0,18.5,1,0.0,1,Weekday,11,2209.9049144261,404.92379663740746,2723.436044273825,348.7952796194152,2019-01-24,112.70096463022507,1,0,0.0,0.0,476.1021481958763,351.3465867413812,3.2077125673556717,25.0,5,0,0.0,10.0,0.0,931.6534132586188
2019-01-24 12:00:00,1602.0,20.5,1,0.0,1,Weekday,12,1986.9416049147967,396.6768853352715,1991.1912764124063,396.6768853352715,2019-01-24,157.55627009646304,1,0,0.0,0.0,476.1021481958763,378.7911645508003,4.484391320982252,25.0,5,0,0.0,10.0,0.0,1183.2088354491998
2019-01-24 13:00:00,1821.0,22.2,1,0.0,1,Weekday,13,2255.881830646836,0.0,2644.339193734809,0.0,2019-01-24,192.7652733118971,1,0,0.0,0.0,476.1021481958763,401.10798852931873,5.486515503936448,175.0,5,0,0.0,10.0,0.0,1229.8920114706812
2019-01-24 14:00:00,1642.0,24.0,1,0.0,1,Weekday,14,2298.603570407113,536.4525279925745,3159.3639714573283,536.4525279925745,2019-01-24,163.9871382636656,1,0,0.0,0.0,476.1021481958763,401.8488807178139,4.6674277014305074,175.0,5,0,0.0,10.0,0.0,1050.151119282186
2019-01-24 15:00:00,1584.0,25.9,1,0.0,1,Weekday,15,2223.189372090397,557.2398371221248,2683.2611417307644,133.66855444047792,2019-01-24,154.66237942122189,1,0,0.0,0.0,476.1021481958763,409.92534832147214,4.402024949780537,25.0,5,0,0.0,10.0,0.0,1134.074651678528
2019-01-24 16:00:00,2026.0,27.8,1,0.0,1,Weekday,16,2454.47750969951,693.9348172551984,3693.019002612397,676.8023738013453,2019-01-24,225.7234726688103,1,0,0.0,0.0,476.1021481958763,445.8549057181808,6.424576953733757,175.0,5,0,0.0,10.0,0.0,1390.1450942818192
2019-01-24 17:00:00,2470.579,29.3,1,0.0,1,Weekday,17,2921.8264283869257,567.297249662327,4211.727413205814,200.87023366142049,2019-01-24,297.19919614147915,1,0,0.0,0.0,476.1021481958763,479.5476186110627,8.45893022831638,350.0,5,15,0.0,177.32738768535177,0.0,1443.7039937035856
2019-01-24 18:00:00,1962.0,30.5,1,0.0,1,Weekday,18,2453.803934118277,0.0,3456.4597616463507,0.0,2019-01-24,215.43408360128615,1,0,0.0,0.0,476.1021481958763,458.3581577262812,6.131718745016547,175.0,5,0,0.0,10.0,0.0,1313.6418422737188
2019-01-24 19:00:00,2110.0,30.8,1,0.0,1,Weekday,19,2440.3707500911964,585.0946134407498,2881.0246887149324,389.3225210346265,2019-01-24,239.2282958199357,1,0,0.0,0.0,476.1021481958763,468.3880553607587,6.8089533526750925,350.0,5,0,0.0,10.0,0.0,1276.6119446392413
2019-01-24 20:00:00,1982.0,30.7,1,0.0,1,Weekday,20,2212.6735546660248,307.6054387064364,2385.49945127451,296.33815870225703,2019-01-24,218.64951768488746,1,0,0.0,0.0,476.1021481958763,460.6625366884929,6.223236935240675,175.0,5,0,0.0,10.0,0.0,1331.3374633115072
